"id","chr","start","end","strand","breast_normal","breast_cancer","colon_normal","colon_cancer","lung_normal","lung_cancer","pancreas_normal","pancreas_cancer","NET_cancer","thyroid_normal","thyroid_cancer"
273645,chr11,325964,325964,*,0.9348,0.897,0.9453,0.8999,0.9327,0.9439,0.8827,0.913,0.8742,0.9374,0.9389
273646,chr11,326987,326987,*,0.3721,0.4013,0.1759,0.1654,0.1677,0.1876,0.2727,0.1994,0.1852,0.363,0.3931
273647,chr11,330536,330536,*,0.5763,0.6062,0.5138,0.4958,0.5972,0.5342,0.5666,0.5253,0.4884,0.5958,0.5837
273648,chr11,330872,330872,*,0.8236,0.7891,0.7365,0.8227,0.7806,0.7302,0.8099,0.7575,0.6907,0.8395,0.8513
273649,chr11,330945,330945,*,0.8607,0.8132,0.7619,0.887,0.789,0.743,0.9079,0.7897,0.9116,0.9183,0.9422
273650,chr11,331092,331092,*,0.875,0.855,0.841,0.8698,0.8568,0.779,0.9195,0.8025,0.884,0.9136,0.9233
273651,chr11,331179,331179,*,0.757,0.7015,0.6923,0.7462,0.7634,0.6597,0.7024,0.6896,0.616,0.8404,0.8293
273652,chr11,334298,334298,*,0.6748,0.7955,0.794,0.5429,0.7085,0.6729,0.7634,0.7044,0.739,0.6144,0.6913
273653,chr11,334475,334475,*,0.8406,0.8515,0.7192,0.6033,0.796,0.7833,0.8612,0.7567,0.6446,0.6399,0.7847
273654,chr11,334561,334561,*,0.851,0.8558,0.74,0.6022,0.7601,0.7565,0.7741,0.7703,0.5554,0.6164,0.784
273655,chr11,334833,334833,*,0.867,0.8677,0.8463,0.6624,0.855,0.7953,0.8537,0.8205,0.7542,0.7759,0.831
273656,chr11,350906,350906,*,0.4369,0.2389,0.4124,0.2102,0.594,0.4329,0.5807,0.3593,0.3235,0.7274,0.7301
273657,chr11,351064,351064,*,0.5476,0.3494,0.4827,0.2991,0.6353,0.511,0.6179,0.4644,0.5159,0.7896,0.7633
273658,chr11,351125,351125,*,0.6998,0.4848,0.6459,0.4447,0.8071,0.6934,0.8301,0.6519,0.7096,0.884,0.8778
273659,chr11,353567,353567,*,0.205,0.3003,0.2855,0.2814,0.2955,0.3887,0.1767,0.334,0.2224,0.1428,0.3278
273660,chr11,353762,353762,*,0.3574,0.5257,0.4237,0.387,0.6123,0.6923,0.2312,0.4851,0.4384,0.7107,0.7524
273661,chr11,353919,353919,*,0.6143,0.7784,0.7509,0.5537,0.686,0.7887,0.553,0.6791,0.7687,0.815,0.8338
273662,chr11,354013,354013,*,0.745,0.788,0.8265,0.6193,0.7651,0.8026,0.495,0.7512,0.7669,0.8414,0.8231
273663,chr11,355901,355901,*,0.047,0.0569,0.0702,0.05,0.0707,0.0607,0.4492,0.0578,0.1176,0.2711,0.2296
273664,chr11,356086,356086,*,0.0141,0.0238,0.0217,0.0204,0.0167,0.0169,0.0167,0.0168,0.0173,0.0181,0.0157
273665,chr11,356222,356222,*,0.0156,0.0126,0.0071,0.0059,0.0095,0.0043,0.0136,0.0123,0.0135,0.0051,0.0066
273666,chr11,356313,356313,*,0.0121,0.0157,0.0077,0.0112,0.0081,0.0078,0.0133,0.0111,0.006,0.0092,0.0139
273667,chr11,357882,357882,*,0.6563,0.6746,0.6989,0.6801,0.7081,0.7077,0.6471,0.684,0.6032,0.7199,0.7012
273668,chr11,358332,358332,*,0.4967,0.5821,0.6519,0.6968,0.5464,0.4413,0.5627,0.5256,0.5155,0.5335,0.5503
273669,chr11,358438,358438,*,0.5748,0.6503,0.8108,0.8296,0.7393,0.6054,0.7327,0.6179,0.6852,0.7699,0.7934
273670,chr11,358595,358595,*,0.2121,0.4058,0.5562,0.427,0.2864,0.3632,0.1822,0.4029,0.1034,0.2161,0.2797
273671,chr11,361221,361221,*,0.6338,0.5559,0.5921,0.4531,0.6152,0.5218,0.6066,0.5716,0.4397,0.6753,0.6777
273672,chr11,361318,361318,*,0.8293,0.8474,0.8781,0.8633,0.8781,0.8516,0.8545,0.84,0.7036,0.8828,0.8854
273673,chr11,361854,361854,*,0.6525,0.6536,0.6691,0.6595,0.6989,0.6428,0.6858,0.656,0.5956,0.6453,0.6281
273674,chr11,362007,362007,*,0.5878,0.597,0.5873,0.5657,0.5741,0.5602,0.5705,0.5856,0.549,0.5838,0.5792
273675,chr11,362552,362552,*,0.8304,0.8338,0.8381,0.8331,0.8457,0.7744,0.8067,0.8523,0.6995,0.8275,0.7543
273676,chr11,362581,362581,*,0.6198,0.5197,0.6744,0.6254,0.6807,0.5705,0.5866,0.6654,0.3936,0.7252,0.644
273677,chr11,362614,362614,*,0.864,0.8299,0.8372,0.7684,0.8703,0.7655,0.8869,0.8435,0.7741,0.889,0.8237
273678,chr11,363484,363484,*,0.6786,0.8303,0.8835,0.906,0.8743,0.8106,0.8904,0.8729,0.6272,0.8926,0.8269
273679,chr11,363717,363717,*,0.4965,0.6415,0.6769,0.6861,0.6916,0.5762,0.7119,0.6783,0.4833,0.7075,0.5657
273680,chr11,364623,364623,*,0.5901,0.5448,0.5622,0.4254,0.6357,0.5283,0.5651,0.5673,0.4108,0.6543,0.696
273681,chr11,364752,364752,*,0.2991,0.3519,0.3634,0.36,0.4477,0.3722,0.2987,0.4097,0.3262,0.4499,0.4651
273682,chr11,364805,364805,*,0.7972,0.8505,0.7182,0.594,0.8552,0.7967,0.7168,0.8085,0.7292,0.8908,0.9078
273683,chr11,364809,364809,*,0.7452,0.8151,0.6818,0.5506,0.8099,0.7563,0.6868,0.7708,0.6952,0.8492,0.8286
273684,chr11,366307,366307,*,0.5859,0.5885,0.623,0.526,0.5714,0.5256,0.5696,0.5616,0.3458,0.6496,0.5628
273685,chr11,366375,366375,*,0.9094,0.8403,0.917,0.9014,0.8942,0.8915,0.9031,0.895,0.8841,0.8905,0.8454
273686,chr11,366432,366432,*,0.7913,0.8006,0.8181,0.7543,0.7704,0.7716,0.83,0.8145,0.7797,0.76,0.7425
273687,chr11,368351,368351,*,0.173,0.2008,0.2881,0.2082,0.2317,0.2238,0.2032,0.2441,0.2075,0.3189,0.1894
273688,chr11,368366,368366,*,0.2073,0.206,0.3285,0.2839,0.2651,0.2509,0.2209,0.2538,0.2177,0.3067,0.2144
273689,chr11,368384,368384,*,0.4046,0.3756,0.5406,0.5268,0.4979,0.4877,0.4843,0.4854,0.5277,0.4582,0.422
273690,chr11,368440,368440,*,0.1383,0.1562,0.1774,0.1777,0.1858,0.222,0.136,0.219,0.0901,0.1218,0.087
273691,chr11,368473,368473,*,0.2883,0.2912,0.2623,0.286,0.3204,0.3614,0.2851,0.3183,0.1977,0.2857,0.1994
273692,chr11,368565,368565,*,0.1869,0.2261,0.2659,0.2561,0.2301,0.2781,0.1574,0.2569,0.1524,0.1493,0.1197
273693,chr11,368573,368573,*,0.1632,0.2017,0.2288,0.2391,0.2047,0.25,0.1406,0.219,0.115,0.1388,0.1126
273694,chr11,368588,368588,*,0.0904,0.0996,0.1359,0.1299,0.1252,0.1499,0.083,0.1455,0.0588,0.0728,0.0595
273695,chr11,368614,368614,*,0.0972,0.1038,0.1282,0.1145,0.113,0.131,0.0892,0.1334,0.0664,0.0837,0.0712
273696,chr11,368638,368638,*,0.0967,0.12,0.1226,0.1261,0.1227,0.1755,0.1134,0.1388,0.0901,0.0936,0.083
273697,chr11,368683,368683,*,0.0934,0.1086,0.1179,0.1382,0.106,0.1335,0.0953,0.1391,0.1148,0.0963,0.0942
273698,chr11,368712,368712,*,0.1075,0.1297,0.1275,0.1322,0.1386,0.1791,0.1245,0.1696,0.0891,0.1282,0.1412
273699,chr11,368847,368847,*,0.1121,0.0955,0.1263,0.172,0.109,0.1425,0.0914,0.1937,0.0737,0.0907,0.0958
273700,chr11,368900,368900,*,0.1086,0.117,0.149,0.2435,0.1371,0.1391,0.1464,0.2296,0.0712,0.1007,0.1435
273701,chr11,368902,368902,*,0.0765,0.0706,0.136,0.2334,0.1016,0.1163,0.1053,0.2172,0.0264,0.0565,0.1156
273702,chr11,368914,368914,*,0.1589,0.204,0.1945,0.3767,0.2016,0.2166,0.2503,0.2833,0.1315,0.1623,0.1715
273703,chr11,368943,368943,*,0.0957,0.1075,0.1297,0.2659,0.1134,0.1294,0.1422,0.2139,0.1001,0.1003,0.1281
273704,chr11,368956,368956,*,0.1043,0.1275,0.1304,0.2319,0.1188,0.1237,0.1199,0.1694,0.1126,0.1094,0.121
273705,chr11,368966,368966,*,0.0898,0.0965,0.1354,0.224,0.1015,0.1061,0.0907,0.2055,0.0662,0.0852,0.0767
273706,chr11,369119,369119,*,0.0532,0.0783,0.0779,0.112,0.0562,0.0815,0.0751,0.0954,0.0778,0.059,0.0618
273707,chr11,369133,369133,*,0.1277,0.1488,0.1384,0.1849,0.1454,0.1276,0.1236,0.178,0.1296,0.1116,0.1298
273708,chr11,369155,369155,*,0.1269,0.1722,0.145,0.26,0.1424,0.1274,0.1437,0.1729,0.1862,0.1191,0.1427
273709,chr11,369160,369160,*,0.1143,0.0676,0.0791,0.1418,0.0787,0.0489,0.0686,0.1025,0.0552,0.0555,0.0621
273710,chr11,369192,369192,*,0.0759,0.1077,0.0811,0.1782,0.0785,0.0875,0.0775,0.1469,0.1025,0.0616,0.0783
273711,chr11,369414,369414,*,0.015,0.0258,0.081,0.1447,0.0136,0.0462,0.0156,0.1247,0.0084,0.0127,0.0126
273712,chr11,369810,369810,*,0.081,0.084,0.1127,0.153,0.0921,0.0923,0.0866,0.1352,0.0709,0.0856,0.0825
273713,chr11,369875,369875,*,0.1186,0.1036,0.1416,0.2667,0.1526,0.1341,0.1618,0.2168,0.1067,0.1317,0.1295
273714,chr11,372999,372999,*,0.9886,0.9727,0.981,0.9214,0.9896,0.9739,0.97,0.9829,0.9859,0.9907,0.9915
273715,chr11,373083,373083,*,0.7992,0.7968,0.7562,0.7334,0.8302,0.8174,0.7652,0.783,0.7736,0.8298,0.8024
273716,chr11,373120,373120,*,0.9324,0.9199,0.8522,0.8157,0.9672,0.9322,0.9272,0.8881,0.9313,0.9592,0.9436
273717,chr11,373541,373541,*,0.8275,0.8448,0.8056,0.7831,0.8908,0.8071,0.8481,0.8295,0.8564,0.8814,0.847
273718,chr11,373572,373572,*,0.9826,0.9785,0.9843,0.9817,0.9845,0.9869,0.9843,0.9869,0.9217,0.985,0.9745
273719,chr11,373615,373615,*,0.8238,0.8226,0.7896,0.767,0.8357,0.7627,0.7821,0.8294,0.764,0.8407,0.7923
273720,chr11,373894,373894,*,0.6987,0.7261,0.7673,0.7609,0.8236,0.7783,0.7597,0.7765,0.6712,0.8037,0.8082
273721,chr11,376100,376100,*,0.7665,0.8676,0.8455,0.7329,0.8518,0.7738,0.7026,0.8312,0.8008,0.8053,0.8153
273722,chr11,376243,376243,*,0.9161,0.899,0.8943,0.887,0.9051,0.862,0.8893,0.8974,0.8232,0.9008,0.8801
273723,chr11,376863,376863,*,0.8637,0.8565,0.7976,0.777,0.8574,0.74,0.7701,0.8224,0.8278,0.8664,0.7697
273724,chr11,377442,377442,*,0.7376,0.8502,0.8154,0.7478,0.7635,0.8193,0.811,0.766,0.8627,0.824,0.821
273725,chr11,379296,379296,*,0.8684,0.8797,0.8755,0.8211,0.855,0.8585,0.8315,0.8416,0.7913,0.8351,0.8181
273726,chr11,379455,379455,*,0.9299,0.9582,0.9505,0.9343,0.8882,0.8872,0.9153,0.8592,0.9136,0.8794,0.8787
273727,chr11,380069,380069,*,0.7407,0.8013,0.7821,0.6333,0.7805,0.719,0.7929,0.7073,0.7079,0.7648,0.7386
273728,chr11,380593,380593,*,0.8517,0.8589,0.7853,0.6236,0.8712,0.7968,0.8253,0.8235,0.8637,0.888,0.8341
273729,chr11,381709,381709,*,0.9405,0.9495,0.9586,0.9369,0.9571,0.9156,0.9046,0.9504,0.9027,0.9612,0.9435
273730,chr11,381866,381866,*,0.5748,0.6161,0.5666,0.4341,0.5473,0.4775,0.5653,0.5097,0.5681,0.6485,0.6239
273731,chr11,381875,381875,*,0.6127,0.6713,0.6409,0.4836,0.616,0.5354,0.6444,0.5781,0.6655,0.7501,0.7018
273732,chr11,384123,384123,*,0.9269,0.9019,0.9488,0.827,0.9383,0.8789,0.9409,0.9538,0.5704,0.9474,0.949
273733,chr11,384176,384176,*,0.8142,0.8249,0.8078,0.6719,0.8551,0.7626,0.8379,0.7827,0.5847,0.75,0.7831
273734,chr11,391037,391037,*,0.691,0.7413,0.7413,0.6387,0.8497,0.7858,0.6977,0.7422,0.6897,0.8289,0.7947
273735,chr11,391408,391408,*,0.7488,0.7876,0.8414,0.7776,0.8583,0.7581,0.8731,0.7688,0.8542,0.8665,0.7904
273736,chr11,391923,391923,*,0.6697,0.7655,0.84,0.7863,0.8765,0.7941,0.8884,0.8174,0.873,0.807,0.7805
273737,chr11,392508,392508,*,0.6249,0.7472,0.6892,0.6709,0.8217,0.6258,0.7704,0.7269,0.49,0.8753,0.8085
273738,chr11,392562,392562,*,0.825,0.8926,0.9253,0.8945,0.9331,0.8596,0.9429,0.9186,0.8944,0.9428,0.9404
273739,chr11,392903,392903,*,0.7088,0.727,0.7719,0.7271,0.8542,0.7411,0.8586,0.7131,0.714,0.8999,0.8616
273740,chr11,393029,393029,*,0.6585,0.7093,0.7975,0.7365,0.8453,0.6948,0.7929,0.6931,0.654,0.8083,0.8383
273741,chr11,393038,393038,*,0.5098,0.5524,0.6156,0.6029,0.7422,0.577,0.6485,0.5644,0.5318,0.7485,0.7344
273742,chr11,393328,393328,*,0.5195,0.4861,0.5898,0.5509,0.8088,0.5975,0.7114,0.5881,0.6744,0.8092,0.8118
273743,chr11,393392,393392,*,0.5708,0.5303,0.6989,0.5308,0.7914,0.6056,0.798,0.6145,0.795,0.7861,0.7473
273744,chr11,393570,393570,*,0.7301,0.6448,0.9309,0.7514,0.9311,0.7287,0.9495,0.7944,0.9323,0.942,0.9322
273745,chr11,393606,393606,*,0.6052,0.5521,0.7552,0.5454,0.8663,0.6412,0.883,0.6754,0.8984,0.8658,0.8666
273746,chr11,393648,393648,*,0.3441,0.3271,0.3163,0.3075,0.4654,0.3561,0.29,0.3797,0.3027,0.3993,0.3456
273747,chr11,393938,393938,*,0.6065,0.5053,0.5274,0.4367,0.6722,0.5505,0.4118,0.6335,0.4252,0.4115,0.4509
273748,chr11,394072,394072,*,0.5952,0.4759,0.5078,0.4272,0.6353,0.5156,0.3979,0.5888,0.4183,0.3991,0.409
273749,chr11,394199,394199,*,0.6144,0.5609,0.5534,0.5224,0.7022,0.57,0.4909,0.6212,0.4795,0.4822,0.4464
273750,chr11,394262,394262,*,0.6194,0.6154,0.6373,0.5817,0.7009,0.6535,0.5612,0.676,0.5411,0.547,0.5332
273751,chr11,394289,394289,*,0.51,0.4837,0.5244,0.4752,0.6263,0.5513,0.4287,0.5763,0.3826,0.4219,0.3775
273752,chr11,394545,394545,*,0.5617,0.5353,0.5905,0.5183,0.7702,0.6352,0.458,0.6484,0.392,0.4763,0.4387
273753,chr11,396686,396686,*,0.4187,0.5876,0.5773,0.5839,0.4406,0.5081,0.6037,0.4999,0.5618,0.5263,0.6465
273754,chr11,396794,396794,*,0.6202,0.7565,0.7536,0.7962,0.6839,0.7308,0.8327,0.7151,0.7381,0.8005,0.8573
273755,chr11,397077,397077,*,0.616,0.721,0.6927,0.7546,0.6073,0.6854,0.7741,0.6541,0.6444,0.7238,0.8025
273756,chr11,400385,400385,*,0.7351,0.7429,0.81,0.7897,0.7589,0.8259,0.8252,0.7572,0.8474,0.8228,0.8052
273757,chr11,404000,404000,*,0.8574,0.8516,0.8499,0.8683,0.8622,0.8595,0.8639,0.8654,0.798,0.8577,0.8667
273758,chr11,404094,404094,*,0.9694,0.9535,0.9597,0.9681,0.966,0.9639,0.9675,0.9678,0.9358,0.9715,0.9711
273759,chr11,404596,404596,*,0.7634,0.7124,0.7025,0.7223,0.7525,0.7162,0.763,0.725,0.7801,0.7718,0.7572
273760,chr11,404606,404606,*,0.7388,0.7236,0.7176,0.7306,0.7673,0.7067,0.7638,0.731,0.7387,0.7872,0.749
273761,chr11,404762,404762,*,0.9047,0.896,0.8821,0.8946,0.9092,0.9039,0.9089,0.8968,0.922,0.9072,0.8949
273762,chr11,405846,405846,*,0.367,0.4084,0.5519,0.6032,0.5661,0.5861,0.6806,0.4984,0.7106,0.6461,0.7704
273763,chr11,405958,405958,*,0.6119,0.6172,0.6989,0.7599,0.7513,0.6741,0.8122,0.66,0.7293,0.7617,0.8349
273764,chr11,405970,405970,*,0.7568,0.7457,0.8007,0.9327,0.8859,0.8172,0.9007,0.7881,0.8764,0.8573,0.9285
273765,chr11,406019,406019,*,0.7059,0.6993,0.782,0.7738,0.813,0.6986,0.8336,0.7107,0.689,0.815,0.8194
273766,chr11,406492,406492,*,0.6835,0.6107,0.7869,0.7549,0.7537,0.5849,0.8186,0.7074,0.8192,0.7874,0.8062
273767,chr11,406829,406829,*,0.1747,0.219,0.0966,0.0512,0.2084,0.1202,0.4335,0.0975,0.2252,0.5379,0.599
273768,chr11,406901,406901,*,0.3515,0.3029,0.2239,0.1885,0.3694,0.262,0.5296,0.2265,0.6572,0.5989,0.6245
273769,chr11,406997,406997,*,0.1255,0.1779,0.1035,0.0816,0.1126,0.0924,0.2387,0.1007,0.4531,0.2304,0.3838
273770,chr11,407180,407180,*,0.1822,0.2616,0.1916,0.2179,0.195,0.1892,0.3376,0.2072,0.4437,0.4009,0.6329
273771,chr11,407183,407183,*,0.0349,0.0917,0.0176,0.0176,0.0225,0.0171,0.1504,0.0166,0.3268,0.1978,0.5606
273772,chr11,407622,407622,*,0.5289,0.6512,0.629,0.4196,0.6143,0.5139,0.7179,0.5038,0.6608,0.6948,0.8247
273773,chr11,409089,409089,*,0.861,0.8588,0.8584,0.873,0.859,0.8725,0.8515,0.8435,0.8646,0.8605,0.8464
273774,chr11,409934,409934,*,0.573,0.6251,0.7554,0.7479,0.7191,0.681,0.4517,0.6756,0.4625,0.5694,0.6594
273775,chr11,413594,413594,*,0.3141,0.2806,0.274,0.2506,0.2025,0.2099,0.3394,0.2611,0.257,0.1831,0.1922
273776,chr11,414951,414951,*,0.5758,0.5153,0.2178,0.2383,0.4088,0.3735,0.7311,0.3312,0.6963,0.7024,0.649
273777,chr11,415080,415080,*,0.4671,0.456,0.1007,0.0988,0.2451,0.2013,0.7342,0.1414,0.6899,0.697,0.5946
273778,chr11,415088,415088,*,0.4005,0.4099,0.0902,0.1015,0.1865,0.1728,0.684,0.1183,0.5735,0.6611,0.5641
273779,chr11,415111,415111,*,0.4945,0.4917,0.0929,0.0886,0.2561,0.232,0.8,0.1398,0.7133,0.7236,0.6255
273780,chr11,415430,415430,*,0.6998,0.6434,0.4117,0.3687,0.5371,0.5131,0.8497,0.4934,0.8314,0.8369,0.7913
273781,chr11,415441,415441,*,0.7229,0.6748,0.5024,0.452,0.5986,0.571,0.8381,0.5609,0.7827,0.8134,0.8012
273782,chr11,415457,415457,*,0.6134,0.5601,0.3449,0.2652,0.4623,0.426,0.7801,0.4043,0.5786,0.7665,0.7088
273783,chr11,416499,416499,*,0.3433,0.2159,0.3069,0.1704,0.2621,0.2314,0.1728,0.2654,0.3676,0.2892,0.2565
273784,chr11,416605,416605,*,0.026,0.0091,0.0265,0.0128,0.0569,0.0268,0.0098,0.0164,0.0306,0.0166,0.018
273785,chr11,417189,417189,*,0.013,0.0157,0.0208,0.01,0.0194,0.0125,0.0132,0.018,0.0208,0.0161,0.0166
273786,chr11,417246,417246,*,0.0555,0.0608,0.0576,0.0519,0.0548,0.0558,0.0587,0.056,0.0583,0.0569,0.0576
273787,chr11,417540,417540,*,0.043,0.0466,0.0684,0.0399,0.0847,0.0754,0.0312,0.0626,0.0318,0.0365,0.0331
273788,chr11,417578,417578,*,0.1739,0.219,0.2734,0.1739,0.2496,0.2902,0.1177,0.2643,0.1112,0.1371,0.1054
273789,chr11,417588,417588,*,0.1443,0.2032,0.2711,0.1542,0.2215,0.2919,0.1034,0.2503,0.1166,0.1156,0.1029
273790,chr11,417643,417643,*,0.3399,0.3117,0.3977,0.2755,0.383,0.3925,0.2478,0.378,0.2188,0.2746,0.2117
273791,chr11,417907,417907,*,0.3739,0.379,0.3904,0.3421,0.4624,0.4326,0.2722,0.4521,0.3373,0.3308,0.2988
273792,chr11,418251,418251,*,0.7021,0.7304,0.7548,0.7755,0.7457,0.7565,0.7642,0.7591,0.6304,0.7991,0.8057
273793,chr11,420266,420266,*,0.311,0.435,0.436,0.5046,0.3377,0.4362,0.4006,0.4301,0.3037,0.2617,0.2583
273794,chr11,420681,420681,*,0.7985,0.9047,0.9284,0.944,0.8435,0.9046,0.8903,0.8963,0.556,0.7573,0.8987
273795,chr11,420777,420777,*,0.9113,0.9385,0.9396,0.952,0.9058,0.9235,0.9463,0.9242,0.8908,0.8765,0.9236
273796,chr11,421691,421691,*,0.895,0.8419,0.8997,0.8828,0.9036,0.9204,0.8981,0.8961,0.8195,0.9035,0.9105
273797,chr11,422107,422107,*,0.9242,0.8884,0.9233,0.9286,0.917,0.8945,0.9158,0.914,0.7604,0.9352,0.9023
273798,chr11,422141,422141,*,0.9067,0.896,0.9034,0.9152,0.9005,0.8737,0.8954,0.9059,0.7607,0.8988,0.9015
273799,chr11,422170,422170,*,0.8646,0.8361,0.8677,0.8892,0.8547,0.8427,0.8691,0.8591,0.5616,0.8674,0.8665
273800,chr11,422260,422260,*,0.8564,0.8643,0.8619,0.8664,0.8651,0.8307,0.8596,0.8609,0.7155,0.8081,0.8794
273801,chr11,424667,424667,*,0.7165,0.8098,0.8358,0.8603,0.8074,0.8364,0.7327,0.7917,0.4984,0.7961,0.7588
273802,chr11,425289,425289,*,0.5978,0.7672,0.7329,0.7804,0.5774,0.7441,0.7607,0.7001,0.604,0.5078,0.6154
273803,chr11,428466,428466,*,0.7658,0.814,0.8321,0.8668,0.8207,0.7736,0.8693,0.8215,0.7512,0.8553,0.8338
273804,chr11,429437,429437,*,0.5724,0.6034,0.6251,0.6599,0.6223,0.6152,0.6585,0.6235,0.5225,0.6678,0.6547
273805,chr11,430036,430036,*,0.4315,0.5213,0.6802,0.6393,0.5385,0.6291,0.6367,0.6317,0.4178,0.4228,0.4742
273806,chr11,430123,430123,*,0.718,0.7206,0.9097,0.8721,0.8505,0.8402,0.887,0.878,0.6373,0.7524,0.8075
273807,chr11,430292,430292,*,0.5838,0.659,0.7159,0.7356,0.6714,0.6991,0.7972,0.6887,0.6383,0.7017,0.7495
273808,chr11,430839,430839,*,0.8522,0.8209,0.8893,0.8658,0.9005,0.8183,0.8785,0.8702,0.7731,0.886,0.8851
273809,chr11,430919,430919,*,0.9235,0.841,0.9428,0.8596,0.9511,0.7987,0.9379,0.9089,0.7653,0.9579,0.9564
273810,chr11,431422,431422,*,0.916,0.8654,0.9547,0.9238,0.9672,0.8446,0.9178,0.9255,0.5895,0.9541,0.9566
273811,chr11,431659,431659,*,0.839,0.799,0.8751,0.8356,0.8859,0.8255,0.8847,0.861,0.7523,0.8866,0.8822
273812,chr11,431774,431774,*,0.7394,0.7529,0.7743,0.779,0.7905,0.7299,0.7994,0.7754,0.5671,0.8166,0.8049
273813,chr11,433316,433316,*,0.6167,0.6638,0.6717,0.6847,0.6686,0.6763,0.6985,0.6956,0.4331,0.6832,0.6239
273814,chr11,433702,433702,*,0.8974,0.9199,0.9455,0.9493,0.9321,0.9444,0.961,0.9433,0.7117,0.9487,0.9322
273815,chr11,434013,434013,*,0.7911,0.8033,0.8316,0.8118,0.8338,0.7957,0.828,0.8438,0.5086,0.8386,0.8347
273816,chr11,434467,434467,*,0.8238,0.9161,0.9155,0.9416,0.8844,0.8773,0.9424,0.898,0.7027,0.9079,0.8919
273817,chr11,441983,441983,*,0.0753,0.0932,0.0788,0.064,0.0883,0.0774,0.0687,0.068,0.0938,0.0697,0.0749
273818,chr11,441986,441986,*,0.0161,0.0441,0.0194,0.0166,0.0293,0.0161,0.0143,0.0184,0.0313,0.0187,0.0218
273819,chr11,442018,442018,*,0.0264,0.0569,0.027,0.0214,0.0493,0.0228,0.0257,0.0295,0.0305,0.0262,0.0295
273820,chr11,442072,442072,*,0.0608,0.0612,0.0432,0.0422,0.0854,0.0472,0.0451,0.0498,0.0505,0.0533,0.057
273821,chr11,442077,442077,*,0.1612,0.157,0.1312,0.1258,0.1966,0.1312,0.1284,0.143,0.1331,0.161,0.1412
273822,chr11,442149,442149,*,0.2519,0.2164,0.1763,0.1436,0.272,0.1603,0.1781,0.2298,0.2432,0.3731,0.3301
273823,chr11,442189,442189,*,0.0714,0.0817,0.0667,0.0734,0.0775,0.072,0.0906,0.0902,0.2563,0.0947,0.0992
273824,chr11,442380,442380,*,0.3963,0.4409,0.401,0.3692,0.6136,0.584,0.5345,0.5039,0.399,0.6908,0.6228
273825,chr11,442649,442649,*,0.357,0.4507,0.4277,0.4844,0.4724,0.4505,0.3767,0.4441,0.2289,0.4044,0.3669
273826,chr11,442955,442955,*,0.6041,0.7329,0.7326,0.75,0.7499,0.7018,0.7302,0.6573,0.7265,0.6728,0.7282
273827,chr11,447651,447651,*,0.9381,0.9073,0.9155,0.6816,0.939,0.8821,0.9396,0.9364,0.9359,0.9442,0.9301
273828,chr11,448138,448138,*,0.0472,0.0529,0.0541,0.0513,0.0512,0.054,0.0515,0.0533,0.0646,0.0567,0.0576
273829,chr11,448262,448262,*,0.0127,0.0161,0.0154,0.0211,0.0162,0.0142,0.0272,0.0148,0.0146,0.016,0.0203
273830,chr11,448822,448822,*,0.4413,0.4286,0.3558,0.4069,0.4454,0.4286,0.5185,0.4762,0.3628,0.4996,0.4369
273831,chr11,448827,448827,*,0.74,0.6449,0.6428,0.647,0.7322,0.6917,0.8272,0.7689,0.6912,0.8124,0.7847
273832,chr11,449359,449359,*,0.8597,0.7499,0.8602,0.7885,0.8519,0.8333,0.8456,0.8453,0.7949,0.8736,0.8672
273833,chr11,449622,449622,*,0.8479,0.7736,0.8782,0.8043,0.866,0.8197,0.7851,0.8562,0.8835,0.8173,0.8237
273834,chr11,450123,450123,*,0.0549,0.0592,0.0553,0.0542,0.0584,0.0528,0.0555,0.055,0.0615,0.0579,0.0613
273835,chr11,450170,450170,*,0.0459,0.0508,0.0453,0.0454,0.0445,0.0412,0.0478,0.04,0.0519,0.0476,0.0474
273836,chr11,450260,450260,*,0.0029,0.007,0.006,0.0049,0.0043,0.0019,0.0049,0.007,0.0061,0.0058,0.0069
273837,chr11,450264,450264,*,0.0367,0.0463,0.0417,0.0406,0.0464,0.0354,0.0413,0.0413,0.0372,0.0419,0.0408
273838,chr11,450288,450288,*,0.0145,0.0185,0.0105,0.0146,0.0149,0.0094,0.0151,0.0157,0.0241,0.0109,0.0161
273839,chr11,450652,450652,*,0.0216,0.026,0.0224,0.0199,0.0225,0.0236,0.0226,0.0211,0.0363,0.0217,0.0249
273840,chr11,450782,450782,*,0.106,0.11,0.1025,0.1081,0.1059,0.1144,0.1138,0.1015,0.0924,0.1048,0.1094
273841,chr11,451101,451101,*,0.0777,0.0861,0.0874,0.0797,0.083,0.0796,0.0812,0.0783,0.1158,0.088,0.087
273842,chr11,453143,453143,*,0.8896,0.8945,0.9076,0.8983,0.9065,0.9132,0.9089,0.8937,0.9119,0.9074,0.9112
273843,chr11,453383,453383,*,0.8221,0.8399,0.8482,0.8708,0.8457,0.8514,0.8325,0.8421,0.8183,0.8648,0.8658
273844,chr11,453706,453706,*,0.9111,0.839,0.8869,0.8983,0.8962,0.8802,0.9092,0.905,0.8126,0.9066,0.8854
273845,chr11,453757,453757,*,0.6412,0.7012,0.7134,0.7673,0.632,0.7042,0.6245,0.7017,0.462,0.6808,0.6321
273846,chr11,455955,455955,*,0.7511,0.7368,0.7559,0.695,0.8252,0.7654,0.6259,0.8176,0.4612,0.7416,0.7573
